age,monthly_income,debt_ratio,credit_utilization,transaction_count_30d,avg_transaction_amount,employment_type,education_level,region,device_type,last_payment_delay_days,internal_score_v2,target
66.6,35605.56,0.358,0.458,49,157.64,full_time,bachelor,rural,desktop,1.6,526.0,0
59.1,34935.39,0.398,0.449,45,99.24,full_time,bachelor,suburban,mobile,2.01,554.8,0
45.4,23456.04,0.428,0.118,33,35.72,full_time,high_school,urban,desktop,4.58,573.8,0
45.5,116452.93,0.372,0.484,35,158.26,contract,bachelor,rural,desktop,0.3,542.7,0
41.9,50230.34,0.286,0.729,47,62.6,full_time,high_school,suburban,mobile,2.38,528.3,0
47.5,51495.38,0.413,0.287,40,130.83,full_time,high_school,urban,mobile,0.55,641.7,0
58.6,18989.94,0.133,0.556,56,74.26,self_employed,bachelor,suburban,mobile,1.25,614.1,0
54.3,56242.35,0.222,0.156,33,92.24,contract,bachelor,suburban,mobile,5.89,675.1,0
38.6,135784.93,0.21,0.437,42,86.67,contract,bachelor,rural,mobile,1.22,646.3,0
43.8,64500.51,0.269,0.0,38,116.44,full_time,master,suburban,mobile,4.45,654.2,0
37.8,12292.69,0.652,0.495,63,135.38,self_employed,bachelor,rural,mobile,1.2,517.2,1
45.8,24454.71,0.439,0.607,41,138.2,full_time,high_school,urban,desktop,3.28,561.8,0
40.7,76451.88,0.268,0.331,39,63.6,full_time,bachelor,urban,mobile,2.88,585.2,0
38.8,56632.81,0.332,0.178,36,65.76,contract,bachelor,urban,mobile,2.09,640.2,0
41.4,34296.04,0.587,0.435,41,97.53,self_employed,bachelor,urban,tablet,0.31,546.3,0
40.3,81429.6,0.37,0.493,43,110.42,unemployed,bachelor,urban,desktop,0.48,549.4,1
22.5,62055.41,0.422,0.398,42,27.91,self_employed,bachelor,suburban,desktop,0.99,592.6,0
42.6,41906.4,0.4,0.159,27,111.45,full_time,bachelor,suburban,mobile,0.15,582.7,0
62.5,81461.95,0.593,0.391,36,77.63,full_time,master,suburban,tablet,6.28,498.3,0
29.8,86236.55,0.051,0.439,39,114.61,contract,bachelor,suburban,desktop,2.25,636.7,0
51.4,27183.24,0.09,0.447,48,73.37,full_time,high_school,urban,mobile,0.1,638.8,0
62.9,11974.11,0.142,0.81,50,124.44,full_time,bachelor,suburban,mobile,0.64,575.2,0
49.7,76073.85,0.472,0.244,47,163.55,full_time,bachelor,urban,mobile,0.82,586.0,0
66.1,92808.02,0.343,0.293,39,132.41,full_time,bachelor,suburban,desktop,0.26,654.8,0
58.3,67173.88,0.233,0.33,56,71.62,full_time,master,rural,mobile,0.05,608.4,0
62.4,58245.87,0.15,0.309,38,149.36,full_time,master,urban,mobile,1.97,641.8,0
36.1,60391.63,0.334,0.418,36,126.93,contract,bachelor,urban,desktop,2.62,602.7,0
25.3,61725.91,0.324,0.529,44,67.18,contract,high_school,suburban,mobile,2.64,594.3,0
33.8,41890.04,0.395,0.375,47,134.07,full_time,high_school,suburban,mobile,1.35,546.4,0
50.3,43575.2,0.298,0.267,44,73.0,contract,high_school,suburban,mobile,1.79,627.7,1
31.9,49706.48,0.232,0.322,42,121.55,full_time,high_school,urban,mobile,0.11,612.8,0
37.4,62644.32,0.185,0.596,38,116.2,full_time,bachelor,suburban,desktop,1.72,584.3,0
50.2,42123.13,0.234,0.0,36,132.81,full_time,bachelor,urban,mobile,1.02,676.3,0
40.5,59946.27,0.54,0.317,38,60.11,full_time,high_school,rural,mobile,0.24,511.7,0
37.2,63220.55,0.389,0.779,36,131.42,self_employed,high_school,urban,mobile,2.16,525.4,1
48.0,29631.25,0.212,0.483,37,85.28,full_time,bachelor,urban,mobile,2.34,614.8,0
32.8,58564.3,0.331,0.341,46,103.09,full_time,bachelor,suburban,mobile,3.06,599.8,0
41.6,20387.54,0.73,0.667,66,167.16,full_time,master,urban,mobile,50.43,303.8,1
45.2,28199.62,0.338,0.407,41,60.62,full_time,high_school,urban,mobile,0.64,598.0,0
32.1,20277.41,0.137,0.371,37,102.85,full_time,high_school,urban,desktop,7.36,622.5,0
51.0,80579.74,0.178,0.516,46,65.08,self_employed,master,suburban,mobile,0.09,593.3,0
38.2,26333.13,0.218,0.35,46,117.96,full_time,bachelor,rural,desktop,0.24,584.7,0
51.0,59542.9,0.582,0.298,35,113.32,full_time,bachelor,rural,mobile,3.69,552.4,0
58.4,28973.31,0.285,0.229,33,19.43,full_time,bachelor,suburban,mobile,1.44,629.6,0
37.5,20984.64,0.414,0.141,45,87.36,unemployed,phd,urban,mobile,2.42,633.4,0
62.4,23823.23,0.244,0.383,40,195.62,full_time,master,suburban,mobile,2.57,609.2,0
56.7,35180.98,0.341,0.395,48,69.87,full_time,bachelor,suburban,desktop,1.99,591.5,0
54.4,19634.97,0.522,0.281,49,68.37,full_time,high_school,suburban,mobile,1.45,573.9,0
39.9,31856.5,0.182,0.578,46,83.43,full_time,master,urban,mobile,3.05,579.9,0
30.6,39903.3,0.253,0.441,40,128.39,full_time,phd,urban,mobile,2.4,618.6,0
47.4,59057.87,0.452,0.8,39,69.53,full_time,bachelor,urban,mobile,0.35,485.7,0
43.7,71923.02,0.519,0.782,43,40.94,full_time,high_school,suburban,mobile,0.09,513.2,0
36.0,61434.08,0.29,0.454,31,58.96,full_time,bachelor,urban,desktop,0.48,569.1,0
46.4,59276.77,0.261,0.4,43,134.33,self_employed,high_school,suburban,mobile,2.52,617.4,0
23.1,44133.09,0.352,0.727,58,117.2,full_time,bachelor,urban,mobile,0.01,551.2,0
37.7,52299.06,0.319,0.262,39,108.6,contract,bachelor,rural,mobile,2.0,559.7,0
53.1,26779.9,0.617,0.832,65,74.59,self_employed,phd,urban,desktop,2.74,450.7,1
27.5,12568.9,0.416,0.849,73,116.38,full_time,bachelor,rural,mobile,5.43,488.0,1
43.8,44864.92,0.448,0.027,41,94.58,full_time,phd,suburban,desktop,0.53,601.3,0
48.5,26978.98,0.355,0.568,41,49.94,self_employed,bachelor,urban,mobile,0.61,560.5,0
67.3,24053.71,0.423,0.234,42,89.33,full_time,bachelor,urban,mobile,0.25,629.4,0
30.7,76994.35,0.577,0.254,44,61.38,contract,bachelor,urban,mobile,2.89,584.0,0
67.6,52175.77,0.381,0.287,38,78.11,self_employed,high_school,rural,desktop,4.49,573.6,0
41.4,38476.74,0.063,0.537,41,88.68,full_time,high_school,urban,desktop,3.3,655.0,0
63.1,26569.28,0.42,0.286,44,35.55,full_time,bachelor,urban,mobile,3.13,583.1,0
45.8,41809.43,0.212,0.408,42,122.15,self_employed,phd,rural,desktop,2.2,604.9,0
51.6,53948.13,0.382,0.199,40,144.31,full_time,bachelor,suburban,tablet,0.24,613.5,0
46.3,23096.41,0.074,0.091,38,113.04,full_time,bachelor,urban,mobile,1.14,672.2,0
56.9,32971.06,0.33,0.498,43,112.69,full_time,high_school,urban,mobile,2.36,609.7,0
18.7,30846.4,0.523,0.087,39,34.07,full_time,high_school,urban,mobile,0.96,636.2,0
33.0,55160.41,0.159,0.419,45,107.75,full_time,high_school,urban,mobile,1.87,621.6,0
54.2,23062.77,0.443,0.332,43,124.58,full_time,high_school,suburban,desktop,1.25,583.0,0
31.5,27033.82,0.353,0.352,38,87.66,self_employed,high_school,urban,mobile,0.21,594.7,0
38.7,24217.59,0.375,0.253,37,120.23,full_time,high_school,rural,desktop,0.47,614.0,0
41.2,16674.01,0.583,0.991,76,136.37,full_time,master,urban,mobile,2.46,433.0,1
41.5,58225.09,0.286,0.428,41,86.51,contract,bachelor,suburban,desktop,1.63,591.2,0
50.5,63178.36,0.199,0.463,55,107.6,full_time,bachelor,rural,mobile,6.7,558.6,0
38.2,12712.54,0.375,0.756,70,116.14,contract,bachelor,rural,mobile,22.0,455.7,1
28.5,38237.58,0.44,0.506,41,43.9,self_employed,master,urban,tablet,1.23,559.6,0
68.4,36072.65,0.365,0.427,44,94.53,unemployed,bachelor,urban,mobile,6.49,608.6,0
38.8,30453.88,0.305,0.213,37,128.59,full_time,high_school,suburban,mobile,0.26,610.0,0
41.6,25783.95,0.279,0.436,33,48.32,full_time,high_school,urban,mobile,6.93,575.2,0
58.4,28766.92,0.293,0.188,36,101.25,contract,bachelor,urban,mobile,3.46,626.0,0
45.2,31759.58,0.281,0.332,47,82.48,full_time,bachelor,urban,mobile,3.41,607.3,0
71.1,40634.53,0.363,0.332,39,117.56,contract,high_school,suburban,mobile,0.07,593.9,0
45.4,41044.59,0.367,0.184,49,116.05,self_employed,high_school,suburban,desktop,0.86,624.5,0
33.9,27794.52,0.095,0.386,46,144.2,full_time,bachelor,suburban,desktop,0.15,632.6,0
44.7,118094.87,0.037,0.351,40,36.07,full_time,bachelor,suburban,mobile,4.69,670.0,0
24.2,79992.47,0.376,0.358,41,84.95,full_time,high_school,rural,tablet,2.59,577.8,0
39.5,48331.65,0.164,0.435,40,64.89,full_time,bachelor,suburban,mobile,0.35,629.0,0
38.2,48708.32,0.518,0.593,48,131.01,self_employed,bachelor,rural,mobile,2.62,513.8,0
48.4,101479.88,0.506,0.448,43,81.58,full_time,high_school,urban,desktop,2.27,546.7,0
35.6,66850.09,0.257,0.284,39,40.88,full_time,high_school,urban,desktop,5.63,629.1,0
46.1,40242.01,0.044,0.304,44,149.65,self_employed,high_school,urban,desktop,1.96,679.5,0
55.8,32958.28,0.245,0.112,37,79.46,unemployed,master,suburban,desktop,2.8,689.8,0
33.3,92823.92,0.294,0.363,48,39.52,full_time,high_school,rural,tablet,6.25,579.4,0
48.2,41072.29,0.398,0.0,37,104.24,contract,bachelor,urban,mobile,3.21,610.2,1
52.6,28175.5,0.269,0.368,40,99.09,self_employed,high_school,urban,desktop,2.57,621.2,0
35.5,38757.7,0.368,0.095,52,105.03,full_time,high_school,urban,mobile,1.93,610.2,0
46.7,60532.75,0.19,0.48,46,113.08,full_time,bachelor,suburban,desktop,5.28,572.1,0
41.8,38118.21,0.241,0.143,50,44.89,self_employed,master,urban,tablet,0.53,685.6,0
49.5,40651.7,0.468,0.762,46,74.52,contract,high_school,urban,desktop,0.87,525.8,0
47.6,35346.63,0.324,0.419,37,136.85,contract,master,rural,desktop,1.31,612.4,0
58.7,70076.72,0.326,0.108,36,125.76,full_time,master,urban,desktop,0.44,630.0,0
34.8,39701.68,0.505,0.401,47,131.41,self_employed,high_school,urban,mobile,0.42,557.9,0
57.7,76381.42,0.353,0.128,49,118.77,full_time,master,rural,tablet,1.25,608.6,0
57.0,46870.09,0.446,0.331,42,113.94,full_time,bachelor,suburban,desktop,2.87,612.9,0
56.3,40989.75,0.522,0.0,45,110.81,contract,bachelor,urban,mobile,1.9,576.3,1
53.9,48233.1,0.552,0.341,37,138.2,unemployed,phd,rural,desktop,1.28,554.6,0
59.5,47607.69,0.362,0.689,42,79.99,contract,high_school,urban,mobile,2.54,564.8,0
42.7,52733.08,0.475,0.255,40,140.07,full_time,master,urban,mobile,7.71,552.8,0
55.4,56200.83,0.361,0.046,38,100.4,full_time,high_school,urban,desktop,1.57,642.4,1
57.8,34127.58,0.204,0.099,30,76.75,full_time,high_school,urban,mobile,0.64,649.4,1
41.3,32507.3,0.326,0.422,47,133.21,self_employed,bachelor,rural,mobile,0.71,614.0,0
55.7,38178.4,0.13,0.003,41,65.98,self_employed,high_school,suburban,mobile,4.83,713.8,0
45.7,61961.16,0.32,0.374,45,97.15,self_employed,bachelor,urban,desktop,2.77,607.8,0
18.8,59891.97,0.551,0.426,46,97.76,full_time,bachelor,suburban,mobile,1.23,560.2,0
60.6,62305.26,0.356,0.215,44,72.14,full_time,master,urban,mobile,0.54,607.2,0
37.3,50095.23,0.311,0.337,38,147.1,full_time,bachelor,suburban,desktop,0.14,604.0,0
62.3,57430.55,0.483,0.605,39,88.2,unemployed,high_school,urban,mobile,0.97,514.6,0
59.8,17606.05,0.174,0.744,35,83.2,unemployed,bachelor,rural,mobile,1.25,591.8,0
54.3,48404.72,0.158,0.45,51,86.86,self_employed,bachelor,rural,mobile,1.93,597.2,0
46.7,20630.28,0.222,0.253,38,80.66,full_time,high_school,rural,mobile,1.14,613.2,0
47.0,18284.27,0.107,0.702,40,101.52,full_time,bachelor,urban,mobile,1.95,570.9,0
55.6,60804.85,0.468,0.265,42,104.77,unemployed,high_school,urban,mobile,0.24,588.7,1
61.3,32269.68,0.116,0.382,42,97.06,self_employed,bachelor,urban,mobile,2.07,637.3,0
45.3,59486.76,0.789,0.804,63,93.26,unemployed,bachelor,urban,desktop,25.25,369.2,1
42.2,74471.7,0.142,0.405,41,111.89,full_time,master,urban,mobile,2.23,642.6,0
34.9,33522.59,0.346,0.484,55,36.79,self_employed,high_school,urban,desktop,0.82,596.4,0
62.5,45503.69,0.182,0.618,44,77.11,contract,high_school,urban,desktop,2.69,549.8,0
45.8,36694.13,0.072,0.365,43,131.48,contract,bachelor,urban,desktop,5.01,618.8,0
18.0,113418.52,0.395,0.582,36,71.44,full_time,high_school,rural,desktop,1.36,593.5,0
29.2,23151.25,0.215,0.812,72,63.78,full_time,master,urban,mobile,5.64,536.5,1
52.0,17067.04,0.088,0.333,31,132.4,full_time,bachelor,suburban,mobile,2.43,649.4,0
58.5,63508.47,0.287,0.541,37,83.6,contract,bachelor,urban,mobile,0.63,570.4,0
53.1,31820.1,0.323,0.44,31,94.35,self_employed,high_school,suburban,desktop,2.82,633.8,0
65.6,51649.38,0.202,0.435,52,59.43,contract,bachelor,suburban,tablet,5.45,628.5,0
34.6,49085.95,0.304,0.211,43,95.79,unemployed,high_school,rural,desktop,4.28,588.9,0
44.1,13856.71,0.401,0.358,42,79.75,unemployed,bachelor,suburban,mobile,4.62,535.4,0
55.0,41520.37,0.583,0.279,41,80.81,full_time,bachelor,urban,mobile,1.35,555.5,0
31.2,42786.43,0.014,0.479,38,96.67,full_time,bachelor,suburban,mobile,0.74,659.6,0
40.7,31125.55,0.432,0.437,40,88.84,full_time,high_school,urban,desktop,2.24,558.3,0
48.8,50995.59,0.391,0.259,35,56.45,full_time,high_school,suburban,mobile,1.5,599.8,0
38.4,53405.32,0.386,0.459,39,132.92,full_time,bachelor,urban,desktop,1.34,551.8,0
42.5,32335.5,0.241,0.295,41,124.55,unemployed,bachelor,urban,tablet,2.64,633.8,0
47.3,47017.09,0.369,0.424,47,135.84,self_employed,bachelor,urban,desktop,0.06,582.0,0
36.9,27606.35,0.273,0.519,43,70.14,unemployed,bachelor,urban,desktop,3.4,570.9,0
40.4,56633.77,0.579,0.292,40,99.63,full_time,high_school,suburban,mobile,0.83,536.5,0
41.9,89503.8,0.324,0.341,46,72.05,contract,high_school,urban,desktop,0.49,600.8,0
41.7,35802.76,0.063,0.558,42,136.5,full_time,master,urban,mobile,0.81,658.7,0
42.6,62296.39,0.408,0.396,45,117.6,full_time,master,urban,mobile,0.15,554.6,0
34.6,34284.89,0.221,0.434,39,95.95,full_time,phd,urban,mobile,2.66,581.5,0
51.9,10098.74,0.628,0.606,65,158.14,self_employed,high_school,suburban,mobile,2.68,509.3,1
56.7,71684.22,0.469,0.249,55,49.14,unemployed,high_school,rural,tablet,2.8,602.6,0
44.0,73676.36,0.345,0.435,39,132.65,contract,master,urban,mobile,2.09,584.5,0
32.6,69969.21,0.43,0.681,43,49.88,contract,high_school,suburban,mobile,2.38,530.9,0
39.4,46273.57,0.345,0.463,33,27.28,contract,bachelor,suburban,desktop,4.35,566.0,0
50.7,34972.06,0.171,0.026,38,54.47,contract,master,suburban,mobile,0.55,690.5,0
42.5,58214.78,0.367,0.557,41,123.13,full_time,bachelor,suburban,desktop,6.81,557.0,0
45.6,40824.43,0.113,0.573,34,83.12,full_time,master,urban,desktop,1.4,633.5,0
51.2,33715.36,0.231,0.431,43,85.3,contract,master,suburban,mobile,1.56,592.3,0
38.6,49512.41,0.54,0.502,50,107.02,self_employed,bachelor,urban,mobile,2.6,484.1,0
48.5,41212.69,0.457,0.0,44,85.49,full_time,high_school,rural,mobile,1.73,619.1,0
45.1,13712.45,0.427,0.832,79,145.76,contract,bachelor,suburban,mobile,11.21,480.7,1
34.6,23483.36,0.375,0.47,45,126.78,full_time,bachelor,urban,mobile,0.74,570.8,0
59.5,39680.44,0.134,0.387,43,119.25,full_time,high_school,suburban,mobile,0.48,648.9,0
39.6,37054.84,0.116,0.567,30,86.61,full_time,high_school,urban,mobile,3.56,604.6,0
61.1,12092.02,0.45,0.218,39,89.34,full_time,high_school,suburban,desktop,0.63,598.3,0
75.0,15530.88,0.152,0.615,42,73.08,full_time,high_school,suburban,desktop,1.78,579.9,0
40.6,55816.43,0.521,0.633,50,120.1,self_employed,bachelor,urban,mobile,6.19,526.1,0
44.3,20207.87,0.224,0.337,35,127.14,full_time,bachelor,urban,desktop,2.39,619.2,0
45.5,26893.58,0.396,0.517,52,89.78,full_time,bachelor,rural,tablet,2.05,543.3,0
48.1,40386.96,0.423,0.405,53,88.77,contract,master,suburban,mobile,0.25,569.5,0
44.9,51600.48,0.421,0.427,50,150.65,full_time,bachelor,urban,desktop,13.71,527.5,0
44.6,48609.06,0.099,0.414,38,129.23,full_time,high_school,suburban,desktop,2.25,589.5,0
32.2,29464.93,0.386,0.296,33,54.73,full_time,master,rural,desktop,0.64,588.1,0
58.8,22963.13,0.358,0.049,45,27.71,self_employed,bachelor,suburban,mobile,3.29,614.2,0
46.8,43558.15,0.505,0.306,44,123.6,self_employed,high_school,urban,mobile,1.31,587.5,0
39.4,84512.08,0.407,0.484,22,127.54,full_time,bachelor,urban,tablet,0.79,578.1,0
47.5,20423.52,0.402,0.204,42,75.61,contract,high_school,urban,mobile,1.77,589.6,0
47.6,41770.86,0.194,0.344,36,113.61,full_time,master,rural,desktop,0.71,654.8,0
30.9,16786.22,0.264,0.493,44,57.71,self_employed,bachelor,rural,desktop,3.8,563.3,0
38.2,47129.25,0.099,0.213,42,92.85,contract,master,suburban,tablet,0.32,670.3,0
37.1,24840.85,0.39,0.244,40,64.85,full_time,high_school,urban,mobile,1.9,594.1,0
37.2,22959.51,0.267,0.216,40,10.0,self_employed,bachelor,urban,mobile,8.46,604.9,0
18.0,30830.6,0.351,0.339,34,23.53,unemployed,high_school,urban,mobile,2.66,553.3,0
63.8,23607.87,0.427,0.037,41,10.91,contract,bachelor,rural,mobile,0.26,649.8,0
33.1,32914.23,0.139,0.295,50,142.03,full_time,master,urban,mobile,3.77,641.3,0
71.2,27259.08,0.293,0.545,47,73.22,full_time,master,suburban,tablet,0.99,600.2,0
57.0,39818.73,0.404,0.447,45,153.79,self_employed,high_school,suburban,desktop,2.07,572.7,0
62.5,20355.69,0.32,0.346,41,53.34,full_time,bachelor,urban,desktop,1.06,635.7,0
29.4,64582.35,0.431,0.784,36,88.32,self_employed,bachelor,suburban,mobile,0.11,492.0,0
56.5,13919.49,0.409,0.467,46,72.74,full_time,bachelor,suburban,mobile,0.1,533.7,0
44.4,46161.89,0.232,0.358,56,97.68,self_employed,high_school,urban,mobile,0.11,587.5,0
40.7,29942.37,0.336,0.502,40,10.0,unemployed,bachelor,urban,tablet,4.2,601.4,0
46.6,52455.25,0.168,0.497,34,40.12,full_time,phd,suburban,mobile,2.99,596.9,0
33.1,48162.74,0.521,0.571,37,139.96,full_time,bachelor,urban,desktop,5.94,474.4,0
50.3,52664.34,0.407,0.233,45,76.18,self_employed,high_school,urban,mobile,1.25,620.3,0
61.7,51544.34,0.373,0.395,47,144.22,self_employed,bachelor,suburban,desktop,0.57,573.7,0
68.1,70871.27,0.227,0.572,39,89.26,full_time,master,suburban,mobile,4.4,570.5,0
47.2,58724.84,0.385,0.275,38,90.0,full_time,bachelor,urban,mobile,3.25,581.2,0
43.4,12933.52,0.919,0.449,64,136.65,unemployed,master,suburban,mobile,23.24,391.7,1
46.5,25201.29,0.308,0.588,35,111.68,full_time,high_school,urban,mobile,1.04,575.5,0
46.4,26713.42,0.274,0.456,29,101.23,full_time,high_school,urban,mobile,0.9,623.2,0
56.8,45073.4,0.397,0.262,27,100.65,full_time,bachelor,urban,mobile,3.85,564.9,0
38.1,60380.69,0.101,0.613,47,75.06,self_employed,high_school,urban,mobile,4.01,588.5,0
40.4,25343.36,0.193,0.137,46,114.18,full_time,bachelor,suburban,mobile,4.46,681.5,0
47.7,46222.77,0.323,0.398,36,24.01,full_time,bachelor,urban,mobile,3.19,586.2,0
51.6,15317.61,0.666,0.87,65,145.48,self_employed,bachelor,suburban,mobile,9.77,399.0,1
50.8,21811.36,0.0,0.147,40,128.3,full_time,high_school,urban,mobile,4.12,669.8,0
46.1,30550.52,0.375,0.342,31,47.94,full_time,bachelor,suburban,mobile,2.59,588.8,0
23.0,54542.03,0.172,0.482,41,10.23,self_employed,bachelor,suburban,desktop,11.08,561.2,0
24.9,58851.44,0.251,0.449,42,85.51,full_time,high_school,rural,desktop,3.25,626.3,0
42.8,25230.47,0.172,0.399,39,46.55,full_time,high_school,suburban,desktop,0.04,641.1,0
43.5,34566.94,0.401,0.437,47,99.44,full_time,high_school,urban,mobile,0.88,563.9,0
39.1,50556.26,0.333,0.396,42,133.98,full_time,master,suburban,tablet,3.83,591.0,0
43.4,21413.57,0.391,0.426,36,67.59,contract,master,rural,mobile,1.83,553.3,0
37.8,56747.76,0.407,0.501,38,103.05,self_employed,bachelor,rural,mobile,1.44,529.1,0
47.8,63202.13,0.295,0.564,36,75.12,full_time,phd,suburban,desktop,6.09,548.8,0
55.2,20453.58,0.462,0.006,51,58.26,full_time,bachelor,urban,mobile,0.22,676.2,0
50.7,36276.09,0.156,0.651,41,120.61,full_time,master,urban,desktop,0.88,558.0,0
50.3,30327.47,0.489,0.221,48,68.47,self_employed,high_school,urban,tablet,0.28,600.0,0
38.4,43088.17,0.15,0.547,38,81.17,self_employed,phd,suburban,mobile,3.74,590.8,0
47.8,23863.67,0.138,0.445,43,47.46,full_time,phd,suburban,desktop,0.05,604.9,0
33.4,49051.84,0.48,0.654,50,86.67,full_time,bachelor,suburban,desktop,2.78,535.0,0
48.1,33493.78,0.218,0.349,49,146.0,unemployed,master,rural,mobile,0.34,667.2,1
31.2,101713.99,0.282,0.347,41,135.3,full_time,high_school,suburban,tablet,0.1,627.9,0
23.7,46792.07,0.298,0.212,45,92.49,full_time,high_school,urban,desktop,0.11,623.7,0
33.5,19182.21,0.498,0.474,46,84.12,self_employed,bachelor,urban,tablet,1.81,543.2,0
19.8,29046.29,0.402,0.695,44,60.34,self_employed,bachelor,rural,desktop,0.93,537.9,0
45.4,24240.37,0.185,0.476,45,107.02,full_time,high_school,urban,desktop,7.98,571.5,0
37.8,58262.69,0.345,0.26,37,132.17,full_time,high_school,suburban,mobile,6.85,578.2,0
41.4,35994.05,0.133,0.411,40,77.8,self_employed,master,rural,mobile,9.0,624.4,0
36.6,47185.72,0.309,0.559,34,121.11,contract,high_school,urban,desktop,1.87,576.1,0
49.1,24355.61,0.167,0.404,37,52.23,contract,high_school,suburban,mobile,3.07,644.6,0
31.2,29436.4,0.523,0.494,43,137.5,full_time,high_school,rural,desktop,7.31,509.9,0
66.2,55527.34,0.287,0.456,28,70.23,full_time,bachelor,urban,desktop,0.66,597.0,0
41.7,36607.02,0.016,0.492,39,40.85,full_time,high_school,urban,mobile,4.51,635.8,0
48.2,60563.78,0.437,0.276,48,101.06,self_employed,master,urban,desktop,3.46,606.2,0
33.5,18293.56,0.46,0.507,67,177.89,full_time,bachelor,suburban,mobile,3.74,549.7,1
43.2,62611.06,0.527,0.144,53,78.17,full_time,high_school,urban,mobile,1.77,629.0,0
46.0,47467.81,0.036,0.259,45,45.32,self_employed,bachelor,suburban,tablet,3.33,642.2,0
57.5,28103.76,0.528,0.332,51,76.28,full_time,bachelor,suburban,mobile,1.38,528.1,0
38.0,43007.2,0.352,0.71,44,67.27,contract,bachelor,suburban,mobile,0.55,546.8,0
41.7,67619.27,0.526,0.767,44,75.99,full_time,master,urban,desktop,0.74,490.3,0
43.3,65640.54,0.511,0.2,42,98.98,full_time,high_school,urban,desktop,0.1,563.5,0
38.8,52929.38,0.41,0.621,39,63.91,full_time,bachelor,urban,mobile,0.02,529.0,0
38.9,55486.29,0.452,0.6,35,97.48,self_employed,bachelor,suburban,mobile,2.97,537.8,0
61.4,76065.1,0.3,0.256,48,49.76,self_employed,master,rural,desktop,0.23,615.3,0
44.5,69035.31,0.543,0.001,44,149.26,full_time,phd,urban,mobile,1.78,580.3,0
21.7,15786.38,0.5,0.805,65,99.65,unemployed,high_school,urban,mobile,12.36,468.2,1
38.8,42088.72,0.324,0.3,45,160.63,self_employed,bachelor,urban,mobile,2.29,601.1,0
38.6,52151.83,0.0,0.357,36,74.0,full_time,bachelor,urban,mobile,0.05,640.1,0
39.2,8389.51,0.769,0.912,64,164.27,contract,master,rural,desktop,8.55,376.2,1
46.5,30781.09,0.469,0.159,37,119.47,full_time,high_school,urban,desktop,6.8,563.5,0
38.8,30169.42,0.57,0.188,48,130.34,full_time,master,urban,desktop,0.25,630.3,0
69.6,30006.53,0.288,0.244,37,51.68,full_time,bachelor,rural,desktop,0.23,624.1,1
45.7,23584.6,0.52,0.213,42,108.8,full_time,master,urban,desktop,0.41,579.2,0
55.2,54837.13,0.623,0.275,45,91.73,full_time,high_school,urban,mobile,3.01,586.0,0
52.7,58137.16,0.066,0.36,41,64.87,full_time,bachelor,urban,mobile,2.24,655.0,0
